path,mode,rows,signature,before_sha256,after_sha256,after_signature,passed
processing/Processing/output/paper/all_parties/figure_data/accounting_district_electoral_weight.csv,full_csv,81,2851bdb4c164163902cc382641671b119a60c65e2fa1e7b1fae5aba14b271d24,ab1fa8ab3fa0044a461af3ad686e52f3818112c8d22cc5f319253e684c015ff4,ab1fa8ab3fa0044a461af3ad686e52f3818112c8d22cc5f319253e684c015ff4,2851bdb4c164163902cc382641671b119a60c65e2fa1e7b1fae5aba14b271d24,True
processing/Processing/output/paper/all_parties/figure_data/accounting_state_weighting_anatomy.csv,ideological_slice,3,7c876bcc1a4ca8c7fd718180916ed685115221809d2ee0f21fd2be55d1318348,9da571283e5eacd0695d17bbbd7d98d041f7b928f3238e63af6622b7fb30ca0a,b781c6d3cbf0ebefe1501139fb2bf54aef01a0f71f5c52208aca308343dbdf57,7c876bcc1a4ca8c7fd718180916ed685115221809d2ee0f21fd2be55d1318348,True
processing/Processing/output/paper/all_parties/raw/accounting_all_inversion_decomposition.csv,ideological_slice,14,2b9fb3b2a51eb71578e38c8641fd928364328a7c46852374dc625bdf8a2504fd,af9274302be8e38cac6ba9ef5cb0d6de8529620aef011b799e3abe01f185852c,0dde4efc761a0622130f2e8d156624d402758d15f89162eaa7892cbdbbd09a61,2b9fb3b2a51eb71578e38c8641fd928364328a7c46852374dc625bdf8a2504fd,True
processing/Processing/output/paper/all_parties/raw/accounting_focal_case_decomposition.csv,ideological_slice,3,050c1628b46a6cbe524f7576e974410ef1f724b08ef523f30276b66205cfc3e0,7c9e80d621eb14b8c213b04ae03edc12e08939dfa7f4ae6a812a9a0c80dc2650,c6a4954c7d5d019ca9be992c85a4d49938e11b29c765f94a8ea4fc1229f0a0a8,050c1628b46a6cbe524f7576e974410ef1f724b08ef523f30276b66205cfc3e0,True
processing/Processing/output/paper/all_parties/raw/accounting_focal_party_contributions.csv,ideological_slice,37,736a205f3f030c8778b2f58ee7ac01162109f29caa39486ad3a9b3cd6984adbd,b84e4f2ac8dc81e4b72bda2e44190608cf4d9420a032bd0eea0b5e45b93f49d1,45534108f48c23c71becc91c0eb9441fec60a94c3d90b65248e5666384e18a48,736a205f3f030c8778b2f58ee7ac01162109f29caa39486ad3a9b3cd6984adbd,True
processing/Processing/output/paper/all_parties/raw/accounting_focal_party_state_contributions.csv,ideological_slice,999,46f9f3c59600256ad5d6e359a1fb8dbf6bd02118f0132ea6e489790f0336b1bb,ca357ad1cf2a8fad75a555bfe63fb28495c77450ad881e0d8023c8ee9f404868,50435e06a2b9ad35960a54109038b091ca2d83535a6227e6c3edf1f95ef6bb3f,46f9f3c59600256ad5d6e359a1fb8dbf6bd02118f0132ea6e489790f0336b1bb,True
processing/Processing/output/paper/all_parties/raw/accounting_focal_state_contributions.csv,ideological_slice,81,206f0d5ca55886725e88ebf3ad4f9d1079d91c60bca3370beca128462b253b8d,32069f226381742b14da33c73741b83d36726c82c41ad63a948e6346741c1dfe,fb13f34b30ba3f02cebc0428385712fb987c35d5c9bf8ec455519bfa924a1f87,206f0d5ca55886725e88ebf3ad4f9d1079d91c60bca3370beca128462b253b8d,True
processing/Processing/output/paper/all_parties/raw/accounting_gross_component_concentration.csv,ideological_slice,18,9e0770bb06503ee2667621038e5105b1c0db0ae79688c43d8da9b9b1dee40805,6888e2d97adfa7137fb590e680318e7176f5ae8792d4f42514e1bad91c25031e,3c94e5ed097949b9d24ad60a56c9a957b16f9dd4ac5b55dedc169d5875feb429,9e0770bb06503ee2667621038e5105b1c0db0ae79688c43d8da9b9b1dee40805,True
processing/Processing/output/paper/all_parties/raw/accounting_minimal_ideological_decomposition.csv,full_csv,6,f13d34ac7311773ad3d1b4c6891517134503c632869cac4cf6cfdc6e65cc678d,d312e53b13f467df765607f9ef50202de1f12d3bb268932fbef059d11aa6b704,d312e53b13f467df765607f9ef50202de1f12d3bb268932fbef059d11aa6b704,f13d34ac7311773ad3d1b4c6891517134503c632869cac4cf6cfdc6e65cc678d,True
processing/Processing/output/paper/all_parties/raw/coalition_party_contribution_summary.csv,ideological_slice,14,5dd121f809613eab4fbf47aa3a771e4e49606d33f61294468bc5434a27a66356,218db15d38a80b63430b7b3c8748ef2da36a479c260451df75e68420264c8e3c,638a9eea6969cec532437bf7020ef191e02588750c87985813b42cc68173dcf3,5dd121f809613eab4fbf47aa3a771e4e49606d33f61294468bc5434a27a66356,True
processing/Processing/output/paper/all_parties/raw/coalition_party_contributions.csv,ideological_slice,182,9b16d9f202e1520f48ed6a2565887e23bfccc14bcfeab53a24692d07ac295838,9e11605e5a6b661cb2769241f0a773660701fdeedbe10ac341288104b33b9109,cb78a37a7f45726755bb8c3edd71bbfd8209d9b4eb9bad7fd1d6387d1321a281,9b16d9f202e1520f48ed6a2565887e23bfccc14bcfeab53a24692d07ac295838,True
processing/Processing/output/paper/all_parties/tables/table_accounting_focal_cases.csv,ideological_slice,3,050c1628b46a6cbe524f7576e974410ef1f724b08ef523f30276b66205cfc3e0,7c9e80d621eb14b8c213b04ae03edc12e08939dfa7f4ae6a812a9a0c80dc2650,c6a4954c7d5d019ca9be992c85a4d49938e11b29c765f94a8ea4fc1229f0a0a8,050c1628b46a6cbe524f7576e974410ef1f724b08ef523f30276b66205cfc3e0,True
processing/Processing/output/paper/all_parties/tables/table_accounting_gross_components.csv,ideological_slice,12,c69aec7dab4391e96ad10f09fd7bd2b843d3cfb7908bebfac66aeb4e6b41c478,cebe198c77d2d3c5a0a222f8687dbaf106fca6b3ca4fbbb1d8980d3e030702d1,2f9fc72bd6cbca91f5ddada9e2ace850db3b8ccebccb0db384d966244c49014b,c69aec7dab4391e96ad10f09fd7bd2b843d3cfb7908bebfac66aeb4e6b41c478,True
processing/Processing/output/paper/all_parties/tables/table_accounting_minimal_ideological.csv,full_csv,6,f13d34ac7311773ad3d1b4c6891517134503c632869cac4cf6cfdc6e65cc678d,d312e53b13f467df765607f9ef50202de1f12d3bb268932fbef059d11aa6b704,d312e53b13f467df765607f9ef50202de1f12d3bb268932fbef059d11aa6b704,f13d34ac7311773ad3d1b4c6891517134503c632869cac4cf6cfdc6e65cc678d,True
processing/Processing/output/paper/all_parties/tables/table_coalition_party_component_extremes.csv,ideological_slice,6,dcea638303cafee9334b86385f2055b9bbb82225b1e115ac8781adf70579ebd8,a5847fc1c1d2f26e9a5ee983af5f604765422c701837fd402bd710f142c6b08e,3448f862ad39aac6f2c6e9dbe5f176dfe676835477e51aa15cdd32e7ed334e54,dcea638303cafee9334b86385f2055b9bbb82225b1e115ac8781adf70579ebd8,True
processing/Processing/output/paper/all_parties/tables/table_coalition_party_contributions.csv,ideological_slice,6,3bf47c06d749de327400479824fa06174788fc6f1634061f5b5bd195d28441be,326d7ffe58a1bf90096e151b57ed853407630e7ff6a187c86e8b06cf679d3d98,bf58876c47d1e31de449318d7345bbb6ef582154b66cf9935e9f134a91dae99a,3bf47c06d749de327400479824fa06174788fc6f1634061f5b5bd195d28441be,True
processing/Processing/output/paper/diagnostics/ideology_k_gap_checks.csv,full_csv,150,4ca900e8428fc2e50d118cc2425fdcf0fe2310284feeaa83a539bb1f7292969f,3f4d8efa7cf13c174e8091ad69ef06419a317e94b6bc839f787f27431bf2d23a,3f4d8efa7cf13c174e8091ad69ef06419a317e94b6bc839f787f27431bf2d23a,4ca900e8428fc2e50d118cc2425fdcf0fe2310284feeaa83a539bb1f7292969f,True
processing/Processing/output/paper/diagnostics/ideology_k_gap_strongest_inversion_ties.csv,full_csv,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,49364c7db0b536cb4a81a994f20a9b740980910ed6e7f7103bc5ec87e427e904,49364c7db0b536cb4a81a994f20a9b740980910ed6e7f7103bc5ec87e427e904,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,True
processing/Processing/output/paper/diagnostics/ideology_k_gap_strongest_inversion_ties_all_parties.csv,full_csv,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,49364c7db0b536cb4a81a994f20a9b740980910ed6e7f7103bc5ec87e427e904,49364c7db0b536cb4a81a994f20a9b740980910ed6e7f7103bc5ec87e427e904,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,True
processing/Processing/output/paper/diagnostics/party_mapping_ideology.csv,full_csv,102,d7f8053907ad5a78be4c86906a5c3da7925c57f25b1b043017c27885297d3c3e,e9713b9e09abb4e261872c4a2c0797b0c498759efda59a0beba88bc455b81270,e9713b9e09abb4e261872c4a2c0797b0c498759efda59a0beba88bc455b81270,d7f8053907ad5a78be4c86906a5c3da7925c57f25b1b043017c27885297d3c3e,True
processing/Processing/output/paper/figure_data/accounting_district_electoral_weight.csv,full_csv,81,2851bdb4c164163902cc382641671b119a60c65e2fa1e7b1fae5aba14b271d24,ab1fa8ab3fa0044a461af3ad686e52f3818112c8d22cc5f319253e684c015ff4,ab1fa8ab3fa0044a461af3ad686e52f3818112c8d22cc5f319253e684c015ff4,2851bdb4c164163902cc382641671b119a60c65e2fa1e7b1fae5aba14b271d24,True
processing/Processing/output/paper/figure_data/accounting_state_weighting_anatomy.csv,ideological_slice,4,9c6ea879d64567531e6699746b77404b2835be9ed211d90b4d6150e2134f365d,f85f32b8dd0d0329cbd9db9c94938a5566948683e35c92a892f0c36163cc833c,f955cd6f770f282f1acecbeaff55808d5d5d6e7268a27a23b78e52ed836b110b,9c6ea879d64567531e6699746b77404b2835be9ed211d90b4d6150e2134f365d,True
processing/Processing/output/paper/figure_data/cross_domain_components.csv,ideological_slice,20,af1e9cff0d1d523428e1f60aab3e5131a3a841767889e04b11b43f0e34d8305c,d0ac6ff849cf97ddcb77759b3bd947256f7320a91576b31d1a4803f3353a6e9a,b3d56e1aab534c29198645a720048010ce2b9b9198cdf89c0ab1c20a77d0a17e,af1e9cff0d1d523428e1f60aab3e5131a3a841767889e04b11b43f0e34d8305c,True
processing/Processing/output/paper/figure_data/cross_domain_components_all_parties.csv,ideological_slice,279,5d1d1e7734777fa20029ded837b00233f0368945d52f98abd567153be267a64f,8d4429b9c407150bbe2f7d5aa8aa3f286a90cea9e7f16f7789a180ea2d252452,fc4565838a1944855aaa171b257f4aa092d3c18bdacafd72d03973b8ff500012,5d1d1e7734777fa20029ded837b00233f0368945d52f98abd567153be267a64f,True
